City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Current Description
339,Chimbote,PE,-9.0853,-78.5783,66.47,90,100,overcast clouds
340,Salalah,OM,17.0151,54.0924,86.0,62,20,few clouds
341,Bathsheba,BB,13.2167,-59.5167,78.8,61,20,few clouds
342,Fengzhen,CN,40.4394,113.1536,62.92,10,0,clear sky
343,Santa Barbara,US,34.7333,-120.0343,63.0,100,1,clear sky
344,Zhezkazgan,KZ,47.8043,67.7144,68.77,18,69,broken clouds
345,Lorengau,PG,-2.0226,147.2712,84.29,68,66,broken clouds
346,Laguna,US,38.421,-121.4238,68.0,22,1,clear sky
347,Barpali,IN,21.2,83.5833,103.08,14,8,clear sky
348,Victor Harbor,AU,-35.5667,138.6167,64.0,73,83,broken clouds
349,Katsuura,JP,35.1333,140.3,68.0,39,20,few clouds
350,Neryungri,RU,56.6709,124.6491,27.7,91,100,snow
351,Griffith,US,41.5284,-87.4237,35.01,93,1,clear sky
352,Bowen,AU,-20.0167,148.2333,77.0,73,90,overcast clouds
353,Biak,ID,-0.9131,122.8766,82.15,72,66,broken clouds
354,Rio Grande,BR,-32.035,-52.0986,68.23,82,21,few clouds
355,Souillac,MU,-20.5167,57.5167,78.8,89,75,light rain
356,Bhor,IN,18.1667,73.85,95.34,17,3,clear sky
357,Tilichiki,RU,60.4667,166.1,28.72,89,42,scattered clouds
358,Baruun-Urt,MN,46.6806,113.2792,67.06,11,36,scattered clouds
359,Shelburne,CA,44.0787,-80.2041,35.6,93,1,clear sky
360,Okato,NZ,-39.2,173.8833,55.99,75,94,overcast clouds
361,Governador Valadares,BR,-18.8511,-41.9494,67.14,89,84,broken clouds
362,Kapoeta,SS,4.7717,33.5903,85.24,45,94,overcast clouds
363,Lujan,AR,-34.5703,-59.105,68.0,99,4,clear sky
364,Frumusani,RO,44.2961,26.3256,48.99,77,100,overcast clouds
365,Norman Wells,CA,65.282,-126.8329,30.2,80,20,few clouds
366,Haveri,IN,14.8,75.4,92.68,30,5,clear sky
367,Faya,SA,18.3851,42.4509,62.6,51,0,clear sky
368,Vostok,RU,46.4856,135.8833,52.09,33,50,scattered clouds
369,Katherine,AU,-14.4667,132.2667,89.6,23,62,broken clouds
370,Ancud,CL,-41.8697,-73.8203,50.0,100,90,light rain
371,Harper,LR,4.375,-7.7169,77.86,84,98,overcast clouds
372,Sur,OM,22.5667,59.5289,89.19,40,89,overcast clouds
373,Ocampo,MX,21.65,-101.5,57.99,14,1,clear sky
374,Darab,IR,28.7519,54.5444,76.75,12,100,overcast clouds
375,Katangli,RU,51.7102,143.2326,34.12,96,92,overcast clouds
376,Banjarmasin,ID,-3.3244,114.591,91.4,46,20,few clouds
377,Malkara,TR,40.89,26.9011,48.43,86,56,broken clouds
378,Point Pedro,LK,9.8167,80.2333,87.96,66,80,broken clouds
379,Rock Sound,BS,24.9,-76.2,76.98,79,9,clear sky
380,Vila Velha,BR,-20.3297,-40.2925,69.8,94,0,clear sky
381,Najran,SA,17.4924,44.1277,77.0,22,0,clear sky
382,Ilo,PE,-17.6394,-71.3375,66.69,82,57,broken clouds
383,Corsicana,US,32.0954,-96.4689,50.0,87,20,few clouds
384,Magadan,RU,59.5667,150.8,31.66,98,100,light snow
385,Bireun,ID,5.203,96.7009,85.86,64,81,broken clouds
386,Kudahuvadhoo,MV,2.6708,72.8944,83.25,64,66,broken clouds
387,Iberia,US,29.9502,-91.7507,57.2,94,75,broken clouds
388,Zaigrayevo,RU,51.8336,108.2703,41.0,19,49,scattered clouds
389,Vista Hermosa,MX,19.5167,-99.2167,66.2,48,1,clear sky
390,Lima,PE,-12.0432,-77.0282,68.0,88,0,clear sky
391,Soyo,AO,-6.1349,12.3689,78.8,94,40,scattered clouds
392,Pangnirtung,CA,66.1451,-65.7125,-0.56,82,18,few clouds
393,Bandarbeyla,SO,9.4942,50.8122,83.82,69,13,few clouds
394,Upata,VE,8.0086,-62.3989,75.99,90,99,overcast clouds
395,Olafsvik,IS,64.8945,-23.7142,37.53,66,85,light rain
396,Haines Junction,CA,60.7522,-137.5108,33.8,69,11,few clouds
397,Kikwit,CD,-5.041,18.8162,73.0,91,76,broken clouds
398,Oksfjord,NO,70.2396,22.3479,37.4,75,0,clear sky
399,Port Lincoln,AU,-34.7333,135.8667,66.69,47,36,scattered clouds
400,Tiksi,RU,71.6872,128.8694,10.08,82,100,overcast clouds
401,Wad Madani,SD,14.4012,33.5199,91.62,25,19,few clouds
402,Anzio,IT,41.4853,12.6179,54.0,72,80,broken clouds
403,Lukovetskiy,RU,64.2956,41.9211,33.8,51,20,few clouds
404,Novocherkassk,RU,47.4181,40.0939,48.2,71,20,light rain
405,Borba,BR,-4.3878,-59.5939,72.61,98,99,overcast clouds
406,Almas,RO,46.2833,22.2333,43.5,86,100,light rain
407,Playa Vicente,MX,17.8333,-95.8167,77.74,85,26,scattered clouds
408,Monrovia,LR,6.3005,-10.7969,75.2,94,40,scattered clouds
409,Okoneshnikovo,RU,54.8377,75.0834,47.12,53,100,overcast clouds
410,Slave Lake,CA,55.2834,-114.769,37.4,87,90,overcast clouds
411,Aranda De Duero,ES,41.6704,-3.6892,31.53,76,0,clear sky
412,San Borja,BO,-14.8167,-66.85,71.1,98,24,few clouds
413,Virden,US,39.5009,-89.7679,46.99,93,64,broken clouds
414,Poum,NC,-20.2333,164.0167,79.75,71,11,few clouds
415,Fortuna,US,40.5982,-124.1573,48.99,100,90,overcast clouds
416,Jinchang,CN,38.4953,102.1739,63.86,10,99,overcast clouds
417,Nome,US,64.5011,-165.4064,30.2,69,1,clear sky
418,Hamburg,DE,53.55,10.0,46.99,76,0,clear sky
419,Sangar,RU,63.9242,127.4739,20.79,85,100,light snow
420,Aguas Vermelhas,BR,-15.7472,-41.46,64.47,92,94,overcast clouds
421,Dandong,CN,40.1292,124.3947,63.48,22,0,clear sky
422,Vallenar,CL,-28.5708,-70.7581,61.48,75,0,clear sky
423,Itarema,BR,-2.9248,-39.9167,75.67,90,49,scattered clouds
424,Bilsi,IN,28.1333,78.9167,95.4,15,0,clear sky
425,Pribinic,BA,44.6106,17.6906,41.0,93,90,overcast clouds
426,Odweyne,SO,9.4092,45.064,77.18,55,16,few clouds
427,Mumford,GH,5.2618,-0.759,79.66,80,100,overcast clouds
428,Taoudenni,ML,22.6783,-3.9836,74.37,24,0,clear sky
429,Hofn,IS,64.2539,-15.2082,43.3,91,100,overcast clouds
430,Sinnamary,GF,5.3833,-52.95,77.27,80,93,overcast clouds
431,Portland,US,45.5234,-122.6762,64.4,39,1,clear sky
432,Tabat,ID,-2.635,115.2274,94.44,38,85,overcast clouds
433,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,88,20,few clouds
434,Asfi,MA,32.2994,-9.2372,58.95,88,37,scattered clouds
435,Alingsas,SE,57.9303,12.5335,43.0,56,0,clear sky
436,Dingle,PH,10.9995,122.6711,88.29,49,100,overcast clouds
437,Georgetown,MY,5.4112,100.3354,89.6,66,40,heavy intensity rain
438,Mishkino,RU,55.3389,63.9175,49.21,49,11,few clouds
439,Canberra,AU,-35.2835,149.1281,64.99,36,5,clear sky
440,Pocone,BR,-16.2567,-56.6228,71.08,92,8,clear sky
441,Neiafu,TO,-18.65,-173.9833,78.8,78,20,few clouds
442,Misratah,LY,32.3754,15.0925,60.98,75,100,overcast clouds
443,Vao,NC,-22.6667,167.4833,75.15,78,66,broken clouds
444,Heiligenhafen,DE,54.3667,10.9833,45.0,76,42,scattered clouds
445,Linxia,CN,35.6003,103.2064,65.97,27,0,clear sky
446,Belmonte,BR,-15.8631,-38.8828,69.8,88,0,clear sky
447,Vanimo,PG,-2.6741,141.3028,81.27,81,90,overcast clouds
448,Bapatla,IN,15.9,80.4667,91.94,52,4,clear sky
449,Tiarei,PF,-17.5333,-149.3333,80.6,74,20,few clouds
450,Nam Som,TH,17.7704,102.1895,89.01,100,75,moderate rain
451,Athabasca,CA,54.7169,-113.2854,48.2,80,100,overcast clouds
452,San Juan,AR,-31.5375,-68.5364,71.58,61,12,few clouds
453,Quatre Cocos,MU,-20.2078,57.7625,84.99,89,75,broken clouds
454,Nikolayevsk-Na-Amure,RU,53.1406,140.73,40.93,97,100,overcast clouds
455,Kamsack,CA,51.5667,-101.9009,37.4,93,90,light rain
456,Pompeu,BR,-19.2244,-44.9353,59.7,62,49,scattered clouds
457,Batavia,US,41.85,-88.3126,39.99,70,1,clear sky
458,Pacific Grove,US,36.6177,-121.9166,52.0,82,1,clear sky
459,Waingapu,ID,-9.6567,120.2641,86.07,62,97,overcast clouds
460,Caracollo,PE,-14.9165,-70.6603,37.8,53,3,clear sky
461,Miguel Hidalgo,MX,19.4225,-99.2028,66.2,48,1,clear sky
462,Senador Jose Porfirio,BR,-2.5908,-51.9542,73.42,97,82,broken clouds
463,Birao,CF,10.2849,22.7882,82.2,10,75,broken clouds
464,Isaka,TZ,-3.9,32.9333,68.25,79,89,overcast clouds
465,Whitehorse,CA,60.7161,-135.0538,41.0,52,1,clear sky
466,Cayenne,GF,4.9333,-52.3333,81.0,83,75,broken clouds
467,Parabel,RU,58.6978,81.4825,26.74,44,100,overcast clouds
468,Calella,ES,41.618,2.6678,48.0,65,17,few clouds
469,Planadas,CO,3.197,-75.6451,66.04,88,78,broken clouds
470,Margate,GB,51.3813,1.3862,42.01,76,84,broken clouds
471,Salta,AR,-24.7859,-65.4117,62.6,94,40,scattered clouds
472,Araripe,BR,-7.2125,-40.0461,67.06,94,99,overcast clouds
473,Naryan-Mar,RU,67.6713,53.087,19.89,82,26,scattered clouds
474,Acapulco,MX,16.8634,-99.8901,76.24,71,0,clear sky
475,Minab,IR,27.1467,57.0801,82.4,65,40,scattered clouds
476,Mamakan,RU,57.8161,114.0028,23.97,61,100,overcast clouds
477,Chapais,CA,49.7834,-74.8492,32.0,86,75,broken clouds
478,Lithgow,AU,-33.4833,150.15,57.99,100,5,clear sky
479,Sudova Vyshnya,UA,49.7889,23.3722,44.6,81,75,broken clouds
480,Sri Aman,MY,1.2376,111.4621,77.0,88,40,light rain
481,Lempaala,FI,61.3167,23.75,48.2,43,0,clear sky
482,Dakar,SN,14.6937,-17.4441,66.2,94,0,clear sky
483,Port Augusta,AU,-32.5,137.7667,68.0,55,90,overcast clouds
484,Port Hawkesbury,CA,45.6169,-61.3485,37.0,100,90,light rain
485,Chilca,PE,-12.5211,-76.7372,68.0,88,0,clear sky
486,Abu Zabad,SD,12.35,29.25,84.74,6,3,clear sky
487,Rawson,AR,-43.3002,-65.1023,59.72,91,98,overcast clouds
488,Zenzeli,RU,45.9241,47.0474,59.32,66,100,overcast clouds
489,Basco,PH,20.4487,121.9702,75.61,67,88,overcast clouds
490,Kirkwood,US,38.5834,-90.4068,51.8,76,90,overcast clouds
491,Cocorit,MX,27.5833,-109.9667,67.53,35,0,clear sky
492,Stokmarknes,NO,68.5646,14.9108,37.99,85,96,overcast clouds
493,Matay,EG,28.419,30.7792,86.41,13,0,clear sky
494,Umaria,IN,23.5333,80.8333,98.69,13,9,clear sky
495,Eyl,SO,7.9803,49.8164,85.71,57,51,broken clouds
496,Shafter,US,35.5005,-119.2718,71.6,24,1,clear sky
497,Buala,SB,-8.145,159.5921,83.86,73,89,light rain
498,Menomonie,US,44.8755,-91.9193,39.2,60,40,scattered clouds
499,Kamina,CD,-8.7386,24.9906,65.03,87,62,broken clouds
500,Bonfim,BR,3.0833,-59.95,76.28,75,85,overcast clouds
501,Puerto Escondido,MX,15.85,-97.0667,77.65,68,2,clear sky
502,Maridi,SS,4.9158,29.4742,74.19,69,99,overcast clouds
503,Ningxiang,CN,37.34,111.2052,65.86,20,87,overcast clouds
504,Svetlogorsk,BY,52.6333,29.7333,49.98,83,100,overcast clouds
505,Whitianga,NZ,-36.8333,175.7,59.0,80,82,broken clouds
506,Rocha,UY,-34.4833,-54.3333,59.27,96,84,broken clouds
507,Morgan City,US,29.6994,-91.2068,57.99,94,90,overcast clouds
508,Yuzhno-Kurilsk,RU,44.0306,145.8556,42.8,98,100,overcast clouds
509,Gushikawa,JP,26.3544,127.8686,71.6,46,1,clear sky
510,Tungor,RU,53.3808,142.9564,35.19,97,100,overcast clouds
511,Atambua,ID,-9.1061,124.8925,82.26,63,87,overcast clouds
512,Okakarara,NA,-20.5833,17.4333,59.09,61,26,scattered clouds
513,Hamilton,US,39.1834,-84.5333,44.01,87,1,clear sky
514,Mogadishu,SO,2.0371,45.3438,86.0,66,75,broken clouds
515,Petrozavodsk,RU,61.7849,34.3469,42.8,56,0,clear sky
516,Batagay-Alyta,RU,67.8006,130.4114,23.13,69,100,overcast clouds
517,Russell,US,32.3502,-85.1999,64.4,88,40,scattered clouds
518,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,68,75,broken clouds
519,Mayumba,GA,-3.432,10.6554,78.55,88,100,overcast clouds
520,Bulgan,MN,48.8125,103.5347,43.84,44,11,few clouds
521,Berdavan,AM,41.205,44.9997,66.2,55,0,clear sky
522,Morristown,US,36.214,-83.2949,50.0,71,90,overcast clouds
523,Polazna,RU,58.2946,56.4055,39.2,56,75,broken clouds
524,Gallup,US,35.5281,-108.7426,35.6,87,1,clear sky
525,Ryotsu,JP,38.0833,138.4333,46.4,93,75,light rain
526,Skovorodino,RU,53.9833,123.9167,55.54,47,97,overcast clouds
527,Zhangjiakou,CN,40.81,114.8794,65.7,10,0,clear sky
528,Jiblah,YE,13.9216,44.1467,71.06,29,1,clear sky
529,Buritis,BR,-15.6178,-46.4233,66.51,65,17,few clouds
530,Teknaf,BD,20.8624,92.3058,88.23,53,0,clear sky
531,Kandrian,PG,-6.2167,149.55,82.17,73,82,broken clouds
532,Izacic,BA,44.875,15.7819,43.0,81,100,overcast clouds
533,Teya,RU,60.3778,92.6267,29.73,79,100,light snow
534,Uyuni,BO,-20.4597,-66.825,43.72,30,0,clear sky
535,Constitucion,CL,-35.3333,-72.4167,54.05,88,97,overcast clouds
536,Chicomuselo,MX,15.7667,-92.2667,76.89,68,66,broken clouds
537,Varhaug,NO,58.6147,5.6457,43.0,87,0,clear sky
538,Ugoofaaru,MV,5.6667,73.0,83.89,71,83,broken clouds
539,Arona,ES,28.0996,-16.681,68.0,63,75,broken clouds
540,Ballachulish,GB,56.6774,-5.1308,44.01,87,100,overcast clouds
541,Hami,CN,42.8,93.45,73.85,9,92,overcast clouds
542,Arman,RU,59.7,150.1667,32.49,95,100,light snow
543,Nurota,UZ,40.5614,65.6886,73.4,27,54,broken clouds
544,El Tigre,VE,8.8875,-64.2454,74.82,73,67,broken clouds
545,Oranjestad,AW,12.524,-70.027,79.0,83,20,few clouds
546,Ginda,IN,30.6945,78.4932,70.95,26,6,clear sky
547,Machico,PT,32.7,-16.7667,60.8,59,20,few clouds
548,Pangoa,PE,-12.1167,-73.0,67.26,99,98,overcast clouds
549,Lagoa,PT,39.05,-27.9833,60.51,89,49,scattered clouds
550,Qui Nhon,VN,13.7667,109.2333,82.65,61,67,broken clouds
551,Bubaque,GW,11.2833,-15.8333,76.03,72,78,broken clouds
552,Rio Branco,BR,-9.9747,-67.81,75.2,100,40,scattered clouds
553,Tongling,CN,30.95,117.7833,65.73,37,100,overcast clouds
554,Rio Gallegos,AR,-51.6226,-69.2181,48.88,61,31,scattered clouds
555,Tessalit,ML,20.1986,1.0114,80.56,23,91,overcast clouds
556,Villa Guerrero,MX,18.8667,-99.65,75.99,42,1,clear sky
557,Tateyama,JP,34.9833,139.8667,66.2,39,20,few clouds
558,Kabalo,CD,-6.05,26.9167,73.51,79,23,few clouds
559,Matola,MZ,-25.9622,32.4589,66.2,68,20,few clouds
560,Tual,ID,-5.6667,132.75,80.46,79,100,overcast clouds
561,Anshun,CN,26.25,105.9333,56.5,92,100,overcast clouds
562,Requena,ES,39.4883,-1.1004,46.0,84,0,clear sky
563,Phan Thiet,VN,10.9333,108.1,86.79,56,84,broken clouds
564,Olinda,BR,-8.0089,-34.8553,71.6,94,40,scattered clouds
565,Cumberland,US,35.0502,-78.8664,55.0,71,1,clear sky
566,Knysna,ZA,-34.0363,23.0471,64.4,52,0,clear sky
567,Tambo,PE,-14.8,-73.9167,36.34,71,11,few clouds
568,Lasa,IT,46.6166,10.7002,42.8,86,20,few clouds
569,Itaituba,BR,-4.2761,-55.9836,72.64,99,100,heavy intensity rain
570,Banjar,ID,-8.19,114.9675,87.8,70,20,few clouds
571,Hanzhong,CN,33.0728,107.0303,68.41,54,98,overcast clouds
572,Santa Maria,BR,-29.6842,-53.8069,60.49,98,51,broken clouds
573,Roald,NO,62.5833,6.1333,44.6,53,0,clear sky
574,Tamandare,BR,-8.7597,-35.1047,75.61,84,85,overcast clouds
575,Awbari,LY,26.5921,12.7805,79.38,24,100,overcast clouds
576,Maragogi,BR,-9.0122,-35.2225,75.07,85,96,overcast clouds
577,Baoding,CN,38.8511,115.4903,77.86,10,0,clear sky
578,College,US,64.8569,-147.8028,41.0,60,1,clear sky
579,Mangochi,MW,-14.4782,35.2645,67.03,83,73,broken clouds
580,Tolaga Bay,NZ,-38.3667,178.3,56.66,70,19,few clouds
581,Kitimat,CA,54.0524,-128.6534,46.4,57,1,clear sky
582,Ploemeur,FR,47.7333,-3.4333,36.0,87,0,clear sky
583,Genhe,CN,50.7833,121.5167,56.14,29,17,few clouds
584,Itoman,JP,26.1247,127.6694,71.01,49,20,few clouds
585,Sioux Lookout,CA,50.1001,-91.917,33.8,64,75,broken clouds
586,Goma,CD,-1.6792,29.2228,68.56,77,96,overcast clouds
587,Ryde,GB,50.73,-1.1621,43.0,94,80,broken clouds
588,Pochutla,MX,15.7432,-96.4661,75.0,83,3,clear sky
589,San Andres,CO,12.5847,-81.7006,82.4,83,40,scattered clouds
590,Kommunisticheskiy,RU,61.6789,64.4819,19.54,58,25,scattered clouds
591,Payakumbuh,ID,-0.2202,100.6308,86.29,58,91,overcast clouds
592,Corinto,GR,37.9407,22.9573,59.0,67,98,overcast clouds
593,Jasper,US,37.2001,-94.3502,46.99,87,90,overcast clouds
594,Alexandria,EG,31.2156,29.9553,60.8,72,0,clear sky
595,Kirakira,SB,-10.4544,161.9205,82.58,79,100,overcast clouds
596,Yanam,IN,16.7333,82.2167,93.2,55,20,few clouds
597,Kristiansund,NO,63.1115,7.732,42.8,56,0,clear sky
598,Rawlins,US,41.7911,-107.2387,26.01,74,1,clear sky
599,Moron,AR,-34.6534,-58.6198,69.01,99,6,clear sky
600,Srikakulam,IN,18.3,83.9,92.35,49,0,clear sky
601,Champua,IN,22.0833,85.6667,101.82,12,7,clear sky
602,Longonjo,AO,-12.9067,15.2533,62.17,81,8,clear sky
603,Leh,IN,34.1667,77.5833,39.33,46,99,overcast clouds
604,Carbonia,IT,39.1672,8.5222,48.2,81,75,broken clouds
605,Acarau,BR,-2.8856,-40.12,76.21,89,45,scattered clouds
606,Northam,GB,51.0333,-4.2167,42.01,88,100,overcast clouds
607,Half Moon Bay,US,37.4636,-122.4286,53.6,76,1,clear sky
608,Matamoros,MX,25.5333,-103.25,60.01,62,0,clear sky
609,Zaysan,KZ,47.4667,84.8667,59.36,44,12,few clouds
610,Bako,ET,5.7833,36.5667,72.19,61,90,overcast clouds
611,Montmagny,FR,48.9734,2.3469,39.99,87,0,clear sky
612,Sarandi,BR,-23.4436,-51.8739,62.02,88,1,clear sky
613,Selma,US,36.5708,-119.6121,68.0,32,40,scattered clouds
614,Chernyshevskiy,RU,63.0128,112.4714,15.28,82,100,light snow
615,Broken Hill,AU,-31.95,141.4333,68.0,34,0,clear sky
616,Merauke,ID,-8.4667,140.3333,78.08,88,100,light rain
617,Pryluky,UA,50.5932,32.3876,44.04,80,100,light rain
618,Taitung,TW,22.7583,121.1444,75.2,60,75,broken clouds
619,Port Macquarie,AU,-31.4333,152.9167,66.99,71,29,scattered clouds
620,Libertador General San Martin,AR,-23.8064,-64.7876,71.01,95,51,broken clouds
621,Yegorlykskaya,RU,46.5656,40.6562,46.2,85,100,moderate rain
622,Redlands,US,34.0556,-117.1825,62.6,51,1,clear sky
623,Pangai,TO,-19.8,-174.35,78.8,65,75,broken clouds
624,Huicungo,PE,-7.2833,-76.8,69.06,99,99,overcast clouds
625,Lokosovo,RU,61.1333,74.8167,14.22,57,62,broken clouds
626,Havelock,US,34.8791,-76.9013,55.0,93,1,clear sky
627,Paka,MY,4.6374,103.4368,89.6,58,20,few clouds
628,Belawan,ID,3.7755,98.6832,89.6,70,40,scattered clouds
629,Mundo Nuevo,MX,18.7,-95.5,77.45,90,30,scattered clouds
630,Gurjaani,GE,41.7429,45.8011,68.83,49,97,overcast clouds
631,Gilgit,PK,35.9221,74.3087,54.07,85,95,overcast clouds
632,Kolaras,IN,25.2333,77.6,95.56,15,0,clear sky
633,Villa Carlos Paz,AR,-31.4241,-64.4978,70.0,93,24,few clouds
634,Terme,TR,41.2092,36.9739,51.8,87,75,light rain
635,Akividu,IN,16.6,81.3833,95.0,52,40,scattered clouds
636,Ostrovnoy,RU,68.0531,39.5131,29.91,75,91,overcast clouds
637,Guaruja,BR,-23.9931,-46.2564,70.0,26,89,moderate rain
638,Lappeenranta,FI,61.0587,28.1887,46.4,46,0,clear sky
639,Richards Bay,ZA,-28.783,32.0377,64.69,65,3,clear sky
640,Fairbanks,US,64.8378,-147.7164,41.0,56,1,clear sky
641,Bhabua,IN,25.05,83.6167,103.59,12,11,few clouds
642,Qiongshan,CN,20.0058,110.3542,82.4,69,75,broken clouds
643,Gat,IL,31.61,34.7642,87.01,37,2,clear sky
644,Saint Anthony,US,45.0205,-93.218,44.6,56,1,clear sky
645,Alvaraes,BR,-3.2208,-64.8042,72.5,99,99,moderate rain
646,Sao Filipe,CV,14.8961,-24.4956,71.44,73,0,clear sky
647,Tete,MZ,-16.1564,33.5867,71.6,68,75,broken clouds
648,Porto San Giorgio,IT,43.1827,13.7934,46.0,70,99,overcast clouds
649,Bafoulabe,ML,13.8065,-10.8321,85.84,45,64,broken clouds
650,Marfino,RU,55.7028,37.3822,50.0,34,0,clear sky
651,Kathmandu,NP,27.7167,85.3167,77.0,33,20,few clouds
652,Panguna,PG,-6.3164,155.4848,75.85,87,98,moderate rain
653,Nongstoin,IN,25.5167,91.2667,73.15,56,0,clear sky
654,Les Cayes,HT,18.2,-73.75,76.55,86,15,few clouds
655,Abalak,RU,58.1286,68.5944,26.15,68,97,overcast clouds
656,Tandur,IN,17.2333,77.5833,97.83,18,41,scattered clouds
657,Osinki,RU,52.8432,49.5132,54.55,56,99,overcast clouds
658,Nuuk,GL,64.1835,-51.7216,15.8,53,90,overcast clouds
659,Paita,PE,-5.0892,-81.1144,69.55,78,95,overcast clouds
660,Peniche,PT,39.3558,-9.3811,52.0,93,100,overcast clouds
661,Kyaikkami,MM,16.08,97.5675,84.38,67,100,overcast clouds
662,Buluang,PH,13.3068,123.3425,76.19,88,100,heavy intensity rain
663,Onega,RU,63.9061,38.1404,36.88,69,21,few clouds
664,Lethem,GY,3.3803,-59.7968,75.06,80,73,broken clouds
665,Srednekolymsk,RU,67.45,153.6833,33.39,95,67,broken clouds
666,Tshane,BW,-24.0196,21.8684,61.77,64,93,overcast clouds
667,Comodoro Rivadavia,AR,-45.8667,-67.5,51.8,71,0,clear sky
668,Goderich,CA,43.7501,-81.7165,39.2,93,46,scattered clouds
669,Trinidad,BO,-14.8333,-64.9,72.64,96,69,broken clouds
670,Lugovoy,KZ,42.9472,72.7644,65.39,39,100,overcast clouds
671,Den Helder,NL,52.9599,4.7593,45.0,100,90,overcast clouds
672,Hinton,CA,53.4001,-117.5857,55.4,33,100,overcast clouds
673,Niquelandia,BR,-14.4739,-48.4597,70.95,83,95,overcast clouds
674,Nara,JP,34.6851,135.8049,57.99,62,75,broken clouds
675,Buraydah,SA,26.326,43.975,78.8,44,0,clear sky
676,Isangel,VU,-19.55,169.2667,80.6,83,90,overcast clouds
677,Namibe,AO,-15.1961,12.1522,81.72,66,8,clear sky
678,Mitchell,US,43.7094,-98.0298,39.2,60,75,broken clouds
679,Cap Malheureux,MU,-19.9842,57.6142,84.99,73,79,broken clouds
680,Artyom,AZ,40.4723,50.333,62.6,63,0,clear sky
681,Puerto Madero,MX,14.7208,-92.4215,81.3,76,55,broken clouds
682,Solano,US,38.2333,-121.9511,64.99,58,1,clear sky
